activity_intensity,mask_type,pm25,pm10,co,no2,rmv_liters_per_min,duration_minutes,mask_efficiency,hour,temperature,humidity,wind_speed,inversion_factor,cumulative_toxic_load_score,pm25_retained_micrograms,co_blood_saturation_estimate
moderate_run,cloth,157.36,303.34,13.49,47.85,39.02,25.7,0.3,3.95,21.13,91.29,1.43,0.919,79.38,110.28,1.0
light_jog,cloth,63.29,87.24,3.06,38.21,24.8,80.2,0.3,19.2,27.69,59.33,4.42,0.343,64.69,88.16,0.31
light_jog,cloth,83.32,141.65,3.23,45.3,25.72,52.6,0.3,23.9,19.37,83.08,1.83,0.815,59.85,78.98,0.33
moderate_run,medical,48.72,71.87,2.85,67.59,40.73,23.7,0.6,17.07,29.11,54.51,5.65,0.16,26.22,18.83,0.14
moderate_run,cloth,29.07,41.79,2.82,42.22,42.06,106.4,0.3,13.99,29.71,53.01,6.16,0.102,83.8,91.07,0.86
light_jog,n95,47.72,64.92,16.4,59.3,25.63,48.5,0.95,22.99,22.45,82.37,2.43,0.728,8.57,2.96,0.08
light_jog,n95,22.01,26.96,3.71,29.49,25.94,17.8,0.95,14.3,34.29,54.77,5.4,0.135,0.0,0.51,0.1
light_jog,none,48.14,58.83,3.05,70.56,24.35,32.6,0.0,23.51,21.44,78.91,1.12,0.827,49.46,38.17,0.22
light_jog,n95,55.5,92.85,4.17,22.72,22.86,13.6,0.95,19.21,27.55,67.71,3.77,0.376,4.16,0.86,0.12
moderate_run,n95,56.02,88.48,7.81,57.12,35.43,91.2,0.95,1.72,19.38,86.62,1.9,0.888,21.74,9.05,0.03
moderate_run,cloth,104.26,172.71,2.12,19.7,34.65,66.3,0.3,3.42,20.15,83.82,1.45,0.926,77.29,167.57,0.46
moderate_run,cloth,74.94,94.75,4.92,44.91,45.64,24.4,0.3,2.1,21.53,89.76,1.41,0.921,56.59,58.47,0.21
light_jog,n95,47.56,88.38,2.96,26.11,20.57,10.0,0.95,17.76,29.43,59.05,4.78,0.236,0.0,0.49,0.14
light_jog,cloth,34.55,51.12,1.69,46.83,27.39,65.6,0.3,22.96,22.57,82.18,2.24,0.735,50.63,43.46,0.16
high_intensity_run,none,19.22,37.55,2.07,26.43,51.39,47.5,0.0,15.66,33.01,59.01,4.84,0.163,62.67,46.93,0.5
moderate_run,cloth,28.51,41.65,2.62,62.78,43.8,83.3,0.3,21.91,24.45,78.91,2.06,0.668,84.91,72.81,0.58
resting,none,124.8,192.81,2.94,35.1,5.77,10.0,0.0,3.07,20.27,95.07,0.97,0.952,4.91,7.2,0.0
light_jog,medical,14.88,21.89,10.69,59.46,24.53,61.9,0.6,11.98,31.3,45.15,5.37,0.221,47.41,9.03,0.56
high_intensity_run,none,55.43,91.83,3.35,104.29,61.4,38.7,0.0,20.02,25.51,70.06,3.29,0.459,92.09,131.66,0.79
high_intensity_run,medical,72.08,126.44,5.26,27.33,58.14,132.3,0.6,2.92,20.77,83.04,1.4,0.93,90.3,221.68,1.52
high_intensity_run,cloth,36.68,61.97,5.74,65.93,53.52,16.8,0.3,21.87,22.68,74.76,2.47,0.644,45.08,23.13,0.43
moderate_run,n95,46.36,77.39,3.04,33.55,33.78,69.8,0.95,19.82,26.7,66.55,4.33,0.393,1.49,5.47,0.08
moderate_run,cloth,72.62,96.0,3.07,93.24,35.77,62.8,0.3,4.39,22.39,88.27,0.22,0.969,78.99,114.15,0.47
moderate_run,n95,21.99,37.6,8.51,19.22,44.45,14.2,0.95,18.87,25.73,63.12,5.12,0.285,2.61,0.69,0.16
light_jog,n95,24.31,47.22,7.77,68.23,24.3,33.5,0.95,14.07,29.77,47.44,5.61,0.128,0.0,0.99,0.07
moderate_run,none,41.51,63.11,5.76,30.05,39.77,57.7,0.0,19.14,27.29,68.61,4.85,0.317,84.98,95.27,1.14
moderate_run,medical,52.63,88.73,3.39,40.28,40.91,24.5,0.6,7.52,26.05,67.52,2.94,0.666,21.02,21.1,0.03
light_jog,none,27.46,50.11,5.29,45.96,22.39,25.0,0.0,2.43,20.38,94.57,1.24,0.935,34.84,15.37,0.42
high_intensity_run,n95,51.3,100.35,1.92,21.65,56.79,74.7,0.95,20.32,24.05,66.33,2.65,0.514,13.7,10.88,0.03
moderate_run,medical,65.63,111.9,4.41,83.62,38.66,114.9,0.6,4.8,22.62,82.22,0.91,0.921,89.22,116.64,0.72
resting,none,75.12,142.73,1.3,25.42,7.16,70.9,0.0,18.37,30.77,70.26,4.88,0.266,34.71,38.16,0.02
light_jog,none,62.11,89.99,7.39,72.37,23.84,15.1,0.0,3.32,19.31,85.65,0.2,0.989,33.56,22.3,0.12
high_intensity_run,cloth,48.68,63.7,13.22,45.39,48.08,10.0,0.3,1.39,19.21,89.47,0.3,0.959,37.37,16.38,0.57
high_intensity_run,n95,68.34,85.42,1.4,33.37,53.12,18.6,0.95,19.09,27.45,65.3,4.55,0.328,1.4,3.38,0.0
moderate_run,n95,113.08,159.58,13.46,90.85,42.05,61.5,0.95,23.56,21.04,84.44,1.25,0.824,25.49,14.62,0.08
high_intensity_run,none,17.27,32.69,4.45,14.26,56.73,66.0,0.0,17.14,31.52,54.48,4.67,0.212,85.32,64.68,1.5
high_intensity_run,cloth,41.57,69.0,2.25,12.36,55.14,31.4,0.3,23.88,21.24,87.1,2.29,0.791,44.58,50.35,0.21
high_intensity_run,cloth,15.98,21.63,4.64,32.06,58.95,18.4,0.3,23.99,20.46,90.87,2.46,0.788,35.04,12.14,0.28
high_intensity_run,medical,29.65,53.16,10.7,43.07,54.1,33.3,0.6,21.9,22.43,70.83,2.31,0.655,58.09,21.37,0.76
moderate_run,none,147.07,211.39,9.74,44.67,40.18,10.7,0.0,2.89,18.33,83.81,1.83,0.908,51.76,63.3,0.48
high_intensity_run,cloth,31.08,46.12,9.38,32.26,52.89,10.0,0.3,4.17,22.58,82.96,2.3,0.871,33.18,11.51,0.32
moderate_run,n95,75.4,149.95,3.0,134.24,43.06,49.5,0.95,23.41,22.09,80.45,1.55,0.799,14.15,8.04,0.06
moderate_run,cloth,73.96,106.25,2.05,105.82,40.93,46.1,0.3,5.86,22.7,82.15,1.86,0.827,78.15,97.65,0.18
light_jog,medical,25.97,40.02,2.71,6.67,23.89,17.5,0.6,13.4,32.06,49.8,6.02,0.125,5.41,4.35,0.09
moderate_run,cloth,46.09,65.76,4.47,34.75,35.24,71.7,0.3,4.98,21.6,83.13,0.85,0.918,73.85,81.46,0.7
high_intensity_run,cloth,140.02,219.03,3.54,65.79,59.86,42.0,0.3,3.29,18.22,92.94,1.48,0.925,94.71,246.21,0.54
light_jog,medical,64.63,98.87,1.77,39.95,23.51,23.1,0.6,14.05,30.29,44.82,5.8,0.119,11.38,14.01,0.12
high_intensity_run,none,234.55,440.87,2.05,32.4,55.32,50.7,0.0,2.34,19.78,89.2,1.04,0.943,100.0,658.2,0.41
moderate_run,none,10.65,12.76,5.68,95.25,47.53,130.3,0.0,20.87,24.37,73.6,2.96,0.542,98.95,65.93,3.31
light_jog,n95,63.58,103.09,1.99,23.39,26.6,11.3,0.95,19.66,26.52,67.92,3.21,0.436,2.94,0.95,0.0
light_jog,n95,13.46,13.46,6.78,47.82,28.22,135.9,0.95,23.13,23.65,79.54,1.65,0.776,15.78,2.58,0.08
high_intensity_run,medical,40.76,77.96,2.44,35.3,52.63,41.6,0.6,17.99,28.67,59.44,3.94,0.29,41.23,35.74,0.34
moderate_run,none,50.59,75.8,3.7,57.78,43.43,58.2,0.0,23.62,20.21,84.59,1.18,0.831,87.99,127.87,0.92
light_jog,none,26.16,26.16,1.59,32.09,25.05,60.9,0.0,21.44,23.86,75.89,1.91,0.639,41.94,39.93,0.09
moderate_run,none,42.82,80.9,5.53,70.94,41.17,23.6,0.0,1.74,18.34,90.75,0.48,0.96,57.88,41.54,0.57
light_jog,n95,50.64,70.58,3.4,31.64,29.04,30.9,0.95,0.51,20.64,82.27,0.2,0.928,3.32,2.27,0.06
moderate_run,n95,60.52,80.48,1.55,50.0,39.11,88.4,0.95,19.96,25.2,64.22,3.27,0.456,14.2,10.46,0.0
high_intensity_run,cloth,30.34,55.49,3.5,36.9,55.08,98.0,0.3,1.8,20.28,79.95,1.29,0.921,90.01,114.69,1.21
moderate_run,n95,31.18,42.92,1.87,98.12,37.11,36.2,0.95,20.73,24.64,74.0,3.13,0.523,0.0,2.1,0.08
high_intensity_run,none,61.83,117.28,1.07,34.42,58.91,117.6,0.0,19.98,25.86,72.95,4.16,0.413,97.77,428.48,0.54
moderate_run,medical,57.36,94.02,4.66,37.09,38.21,38.8,0.6,13.8,32.74,47.33,5.42,0.143,39.08,34.0,0.32
high_intensity_run,none,209.72,325.09,1.39,73.53,59.5,67.4,0.0,18.89,28.59,59.81,3.93,0.347,99.03,841.29,0.48
light_jog,cloth,53.53,93.3,4.68,48.2,21.7,24.9,0.3,20.9,27.04,81.77,3.47,0.519,26.5,20.27,0.15
light_jog,n95,68.32,94.59,16.4,66.56,26.1,64.7,0.95,20.12,26.65,75.67,3.37,0.463,12.91,5.77,0.22
resting,n95,33.71,72.97,1.47,16.75,6.64,34.3,0.95,17.26,29.65,63.5,5.25,0.188,0.0,0.38,0.0
moderate_run,none,107.55,207.82,4.56,56.87,42.34,150.0,0.0,20.61,24.29,74.26,4.37,0.451,100.0,683.03,2.57
moderate_run,none,31.29,53.94,2.85,42.22,39.96,52.6,0.0,22.6,22.64,84.16,1.77,0.734,75.75,65.75,0.61
moderate_run,medical,35.15,67.56,3.23,55.06,38.29,109.7,0.6,14.15,33.75,50.87,5.71,0.122,67.8,59.08,0.51
light_jog,none,51.76,92.08,0.92,52.56,24.23,46.9,0.0,19.17,28.33,60.4,3.45,0.389,52.16,58.87,0.06
resting,medical,66.41,98.88,4.63,59.44,6.52,42.1,0.6,20.93,23.7,68.84,2.72,0.558,9.0,7.3,0.0
moderate_run,medical,67.42,129.24,3.04,52.48,42.68,46.2,0.6,11.86,31.62,54.77,6.23,0.185,51.2,53.19,0.19
high_intensity_run,none,35.09,66.99,15.64,65.6,50.39,125.9,0.0,17.9,29.4,64.3,5.15,0.225,100.0,222.64,9.05
light_jog,none,83.93,137.75,0.83,12.49,24.47,30.0,0.0,21.27,25.3,75.22,3.54,0.544,38.8,61.54,0.04
light_jog,none,23.67,47.35,2.72,30.17,25.69,148.5,0.0,23.0,22.12,85.16,1.95,0.752,87.44,90.26,0.82
light_jog,n95,72.15,120.24,5.8,52.94,28.23,74.0,0.95,1.98,20.32,87.64,0.2,0.979,9.78,7.54,0.0
moderate_run,cloth,19.45,32.61,7.62,25.78,39.97,122.1,0.3,2.16,18.59,89.2,1.38,0.924,93.31,66.48,2.42
light_jog,medical,31.51,58.16,2.46,28.19,24.51,18.5,0.6,15.32,32.6,56.14,5.92,0.105,2.8,5.73,0.04
light_jog,cloth,271.07,469.63,9.99,58.85,25.55,66.5,0.3,3.89,19.05,91.16,1.3,0.927,96.73,322.15,1.07
moderate_run,medical,46.77,87.31,3.04,91.92,33.36,90.6,0.6,18.22,28.81,63.05,5.36,0.233,62.91,56.56,0.26
light_jog,none,31.19,74.56,3.3,57.04,22.6,92.1,0.0,18.34,27.86,70.2,4.39,0.289,75.07,64.93,0.56
moderate_run,none,74.89,132.05,1.13,73.77,38.8,66.4,0.0,22.96,21.07,81.67,2.1,0.742,93.54,192.97,0.24
resting,medical,47.02,100.95,5.13,43.87,6.6,32.5,0.6,9.05,28.33,70.41,3.53,0.519,10.73,4.04,0.04
high_intensity_run,medical,30.43,57.26,11.8,18.34,47.96,31.1,0.6,0.17,20.67,88.31,0.37,0.903,46.87,18.17,0.58
moderate_run,none,18.41,30.05,1.92,31.37,42.74,29.8,0.0,22.84,19.07,74.85,1.45,0.766,43.9,23.49,0.24
light_jog,cloth,59.1,78.52,2.99,19.37,25.52,50.7,0.3,4.77,21.28,89.11,1.44,0.896,46.35,53.5,0.26
resting,n95,32.11,56.45,1.0,45.61,7.08,45.7,0.95,13.57,31.5,48.44,6.31,0.105,1.99,0.52,0.0
moderate_run,none,52.43,104.93,5.75,56.04,37.78,33.5,0.0,4.22,22.5,84.04,0.75,0.947,70.07,66.33,0.76
high_intensity_run,none,95.87,133.6,3.54,56.86,55.35,37.1,0.0,4.86,20.11,86.68,2.57,0.837,93.8,197.05,0.6
resting,cloth,85.18,157.3,4.83,44.95,7.29,42.5,0.3,15.12,34.05,49.78,5.31,0.134,23.53,18.47,0.02
light_jog,none,65.77,133.44,2.88,28.27,24.47,10.0,0.0,18.61,29.17,63.29,4.34,0.307,15.86,16.09,0.01
light_jog,medical,40.71,65.96,3.23,19.75,25.89,34.6,0.6,20.91,24.25,76.88,2.92,0.547,13.02,14.58,0.0
moderate_run,medical,55.08,108.52,3.37,33.88,37.45,28.4,0.6,21.3,23.49,72.73,2.84,0.582,25.38,23.46,0.0
high_intensity_run,cloth,71.17,136.8,3.02,42.77,55.43,17.9,0.3,13.68,31.21,51.12,6.26,0.105,46.97,49.43,0.28
moderate_run,medical,64.61,127.18,2.81,12.03,43.66,18.8,0.6,11.83,31.44,53.41,6.96,0.149,20.26,21.17,0.16
light_jog,cloth,52.69,97.06,3.65,37.1,27.46,34.2,0.3,14.72,30.95,56.17,5.59,0.121,44.12,34.64,0.15
high_intensity_run,n95,29.29,56.35,7.66,16.72,60.84,52.1,0.95,17.24,29.83,64.37,5.34,0.183,9.65,4.64,0.16
moderate_run,none,76.98,133.15,5.64,49.65,40.91,54.1,0.0,12.09,29.96,49.8,5.64,0.201,92.67,170.29,1.09
light_jog,cloth,134.5,259.15,13.29,22.81,25.06,58.7,0.3,23.7,21.91,85.16,2.03,0.794,89.84,138.51,1.17
light_jog,medical,104.98,191.06,1.82,83.66,24.1,54.1,0.6,2.01,20.2,85.9,1.27,0.927,43.61,54.77,0.07
moderate_run,cloth,229.21,398.5,1.61,14.36,34.22,30.6,0.3,13.1,31.27,52.63,6.06,0.133,72.92,168.18,0.09
high_intensity_run,none,89.06,157.54,8.07,26.39,49.08,18.7,0.0,7.58,25.05,79.06,2.33,0.693,69.5,81.76,0.76
moderate_run,cloth,115.76,163.43,1.87,71.53,39.46,22.1,0.3,6.86,23.4,76.82,2.49,0.735,49.11,70.55,0.0
moderate_run,medical,62.8,124.06,9.11,32.32,39.65,39.4,0.6,17.58,29.93,57.1,4.39,0.246,48.53,39.27,0.5
high_intensity_run,none,51.02,86.57,2.53,13.93,61.21,46.1,0.0,21.63,22.01,71.98,2.2,0.639,81.64,143.91,0.84
light_jog,medical,19.94,31.66,2.53,52.13,27.63,69.6,0.6,12.96,32.86,56.66,5.41,0.171,32.26,15.35,0.0
light_jog,n95,28.41,38.56,2.36,10.58,23.63,92.6,0.95,10.81,30.23,56.08,4.87,0.32,3.19,3.11,0.0
resting,medical,41.36,71.04,4.21,47.65,7.46,32.0,0.6,2.59,19.53,84.68,0.78,0.959,10.75,3.95,0.01
high_intensity_run,none,20.42,39.46,9.25,123.13,52.9,47.1,0.0,17.57,30.27,60.53,4.75,0.228,96.46,50.87,2.12
moderate_run,n95,54.4,96.85,10.43,55.19,42.18,60.4,0.95,3.76,21.09,88.44,1.08,0.94,16.51,6.93,0.18
light_jog,none,45.18,59.86,12.05,30.58,26.61,42.6,0.0,18.48,27.07,61.54,3.91,0.32,81.16,51.2,1.26
resting,n95,129.35,165.29,20.0,49.37,7.7,22.5,0.95,0.87,21.83,83.44,1.13,0.898,2.49,1.12,0.14
moderate_run,medical,26.32,45.68,2.59,23.19,38.42,25.3,0.6,8.18,23.28,74.65,3.07,0.611,14.5,10.23,0.06
moderate_run,none,111.53,201.31,2.06,58.89,43.25,72.9,0.0,3.14,21.57,89.94,0.75,0.962,100.0,351.71,0.68
moderate_run,n95,61.78,96.59,3.9,159.47,34.01,33.5,0.95,8.42,26.46,71.99,3.74,0.559,7.72,3.52,0.01
light_jog,cloth,73.42,155.52,4.79,37.16,27.59,35.8,0.3,22.06,24.11,77.8,0.67,0.748,50.16,50.71,0.37
high_intensity_run,cloth,57.55,82.4,1.41,30.6,54.89,10.0,0.3,4.54,23.01,80.84,3.03,0.824,17.98,22.11,0.0
high_intensity_run,cloth,152.14,258.07,5.17,48.34,54.98,84.0,0.3,18.35,27.99,60.35,4.86,0.266,98.69,491.9,1.46
moderate_run,medical,40.16,77.12,1.99,81.88,33.48,61.5,0.6,2.13,19.55,81.9,1.19,0.933,49.93,33.06,0.05
moderate_run,medical,44.62,72.79,3.02,54.13,38.76,14.7,0.6,5.3,22.48,80.36,1.56,0.869,14.17,10.14,0.04
high_intensity_run,n95,55.67,97.42,5.78,35.6,60.96,56.9,0.95,20.83,23.35,71.18,3.02,0.536,15.55,9.66,0.04
high_intensity_run,none,71.2,104.54,5.12,64.35,53.12,59.4,0.0,7.7,25.12,71.12,2.58,0.672,94.71,224.51,1.51
moderate_run,medical,73.62,139.04,4.35,21.72,42.28,109.0,0.6,3.0,19.7,87.59,1.38,0.931,85.16,135.68,0.79
moderate_run,medical,50.17,93.64,4.06,31.87,40.11,23.8,0.6,9.12,26.31,65.16,3.21,0.53,22.26,19.16,0.22
moderate_run,medical,62.5,98.54,4.89,9.51,43.4,55.0,0.6,18.53,27.68,60.92,3.67,0.336,50.62,59.69,0.49
high_intensity_run,cloth,93.83,179.58,2.75,49.84,55.84,29.0,0.3,3.17,21.18,82.4,0.69,0.965,68.71,106.53,0.37
moderate_run,cloth,61.91,88.61,5.13,45.4,37.02,28.1,0.3,3.0,21.02,81.62,1.99,0.9,46.46,45.1,0.4
resting,n95,188.14,336.2,4.02,95.72,7.03,97.4,0.95,23.92,20.65,86.19,0.7,0.873,7.87,6.44,0.0
light_jog,cloth,84.03,138.1,4.56,31.43,28.2,73.3,0.3,2.4,20.11,88.44,1.21,0.936,78.56,121.52,0.63
high_intensity_run,none,39.64,53.71,7.09,72.66,57.19,14.9,0.0,10.73,29.57,52.63,3.9,0.374,61.29,33.72,0.49
high_intensity_run,cloth,81.19,142.23,3.3,28.81,54.49,13.2,0.3,15.49,29.43,59.06,5.83,0.111,38.36,40.87,0.14
high_intensity_run,none,18.23,36.5,10.78,73.76,64.93,58.2,0.0,4.6,20.12,87.32,2.6,0.844,95.33,68.91,3.73
moderate_run,none,32.73,55.41,2.92,83.12,43.71,37.8,0.0,2.3,21.17,83.86,1.31,0.93,73.57,54.04,0.24
high_intensity_run,none,45.83,83.73,3.22,44.05,58.59,21.7,0.0,20.22,27.1,72.09,2.11,0.533,64.3,58.26,0.29
high_intensity_run,medical,27.93,48.66,1.28,54.8,56.4,58.9,0.6,7.19,23.71,73.23,3.0,0.687,48.99,37.11,0.12
light_jog,n95,66.69,101.1,1.45,24.57,26.46,54.4,0.95,12.33,32.78,54.76,5.49,0.196,7.13,4.8,0.0
light_jog,cloth,74.25,136.05,2.43,80.04,26.53,42.0,0.3,19.67,25.08,69.11,4.45,0.375,54.91,57.84,0.28
high_intensity_run,none,124.41,220.69,4.39,196.2,45.4,44.5,0.0,19.27,26.52,69.28,3.91,0.373,97.99,251.41,0.82
resting,n95,33.97,55.11,2.27,16.65,7.22,22.9,0.95,19.28,26.98,72.54,3.1,0.414,0.0,0.28,0.01
moderate_run,none,83.15,154.9,1.79,50.42,39.49,54.2,0.0,22.99,21.44,83.9,1.65,0.767,84.92,177.89,0.43
moderate_run,n95,112.57,185.69,4.4,36.27,38.4,119.1,0.95,20.72,24.05,75.49,2.62,0.547,27.36,25.75,0.15
moderate_run,medical,72.81,127.66,1.32,70.14,39.37,17.1,0.6,2.34,20.18,93.79,0.2,0.985,19.71,19.6,0.09
light_jog,none,73.49,102.86,0.9,13.05,21.89,71.8,0.0,12.44,32.44,51.32,5.69,0.18,63.77,115.5,0.21
moderate_run,cloth,55.19,105.4,2.15,25.48,34.23,19.7,0.3,22.85,20.18,78.49,1.81,0.75,26.04,26.05,0.12
light_jog,cloth,101.85,192.68,4.12,108.71,27.49,64.2,0.3,10.15,29.35,63.09,5.06,0.358,87.35,125.92,0.49
high_intensity_run,n95,24.4,39.66,1.46,78.7,57.03,37.2,0.95,16.37,32.04,50.47,6.14,0.112,6.28,2.59,0.05
light_jog,none,16.58,38.36,3.1,13.53,20.17,65.2,0.0,17.56,29.08,56.05,4.82,0.224,35.88,21.81,0.27
moderate_run,n95,49.45,78.66,6.77,165.23,38.16,17.9,0.95,23.6,20.49,90.57,0.58,0.86,3.27,1.69,0.0
high_intensity_run,n95,46.15,82.43,4.53,25.86,58.87,10.0,0.95,19.64,25.55,61.41,3.24,0.433,0.38,1.36,0.0
light_jog,n95,49.79,76.35,9.0,53.72,24.44,45.6,0.95,14.45,34.36,53.34,5.97,0.105,4.74,2.78,0.1
light_jog,n95,66.93,126.22,3.8,39.57,27.49,68.8,0.95,20.9,26.39,68.43,3.65,0.51,5.12,6.33,0.0
high_intensity_run,none,40.82,69.82,10.92,59.62,59.62,46.7,0.0,5.01,21.41,84.34,1.74,0.872,94.99,113.69,2.76
resting,cloth,24.26,39.7,4.66,40.65,6.24,61.1,0.3,11.0,31.66,64.61,5.19,0.291,17.93,6.47,0.13
light_jog,n95,169.53,319.18,3.12,93.0,24.71,30.8,0.95,4.32,20.44,80.74,1.3,0.917,13.21,6.46,0.12
moderate_run,cloth,59.68,120.12,2.12,39.3,38.57,62.0,0.3,2.51,19.87,79.42,1.02,0.947,72.13,99.97,0.38
high_intensity_run,none,47.15,73.75,4.53,158.99,48.89,96.7,0.0,1.89,18.73,89.42,2.15,0.88,98.94,223.0,1.98
moderate_run,none,76.98,110.32,1.65,102.37,35.35,30.5,0.0,4.43,18.97,81.96,1.44,0.907,61.29,83.09,0.2
moderate_run,none,26.98,50.63,2.78,32.97,37.42,60.5,0.0,19.68,25.8,67.78,3.55,0.421,74.95,61.09,0.76
high_intensity_run,n95,31.7,48.78,2.94,42.33,52.18,25.3,0.95,9.52,27.82,64.47,4.49,0.434,6.53,2.09,0.0
moderate_run,cloth,71.6,102.93,6.92,40.96,40.91,102.7,0.3,18.36,29.01,64.77,4.13,0.302,95.12,210.57,1.98
moderate_run,medical,30.04,41.15,2.2,36.38,43.34,15.0,0.6,21.34,24.72,78.49,1.7,0.642,12.94,7.8,0.05
moderate_run,n95,19.0,33.54,3.95,29.64,41.64,52.7,0.95,16.98,30.12,57.1,4.23,0.228,4.59,2.08,0.03
light_jog,none,51.14,87.74,2.06,85.37,26.5,42.6,0.0,4.94,20.51,84.66,1.27,0.898,59.32,57.77,0.26
light_jog,n95,59.49,71.68,6.21,61.42,24.47,30.7,0.95,20.85,23.88,73.23,3.66,0.506,2.9,2.23,0.0
moderate_run,none,136.23,228.47,11.18,36.15,41.93,30.0,0.0,23.66,23.0,83.4,2.16,0.784,92.47,171.4,1.2
resting,none,78.4,97.52,2.3,55.42,6.92,40.3,0.0,0.6,21.15,86.74,0.5,0.918,22.31,21.87,0.09
moderate_run,none,87.05,151.96,4.54,29.01,38.59,94.3,0.0,1.13,21.86,89.85,0.97,0.916,97.14,316.76,1.55
light_jog,cloth,23.81,41.83,18.38,104.43,28.79,48.7,0.3,18.44,30.51,60.27,4.57,0.285,86.75,23.35,1.7
moderate_run,cloth,68.94,109.82,2.37,80.93,32.54,10.2,0.3,23.71,20.26,85.72,1.0,0.845,19.33,16.01,0.11
light_jog,cloth,31.5,57.31,1.44,48.46,21.25,13.0,0.3,0.62,21.37,85.0,1.95,0.846,12.9,6.11,0.19
moderate_run,none,110.03,218.13,4.79,58.21,41.22,48.5,0.0,3.84,19.6,83.01,1.74,0.906,91.06,220.11,0.83
moderate_run,none,67.52,108.07,1.93,84.68,39.15,76.4,0.0,4.49,22.47,88.52,1.73,0.891,93.16,201.89,0.56
moderate_run,medical,46.93,69.18,4.21,29.49,35.4,23.4,0.6,19.82,27.28,70.64,3.66,0.426,23.35,15.58,0.19
light_jog,none,66.33,109.55,6.03,40.76,22.89,46.8,0.0,19.53,24.21,69.29,2.87,0.444,69.17,71.09,0.62
light_jog,n95,37.03,67.19,1.62,63.29,23.15,77.1,0.95,8.87,27.83,62.17,4.88,0.467,3.92,3.3,0.0
high_intensity_run,n95,43.45,70.09,1.35,23.26,58.93,51.4,0.95,22.87,20.87,81.31,2.14,0.734,4.81,6.58,0.0
light_jog,medical,21.93,24.71,5.56,46.03,27.42,44.0,0.6,16.15,30.67,57.18,5.86,0.121,30.83,10.59,0.23
high_intensity_run,medical,114.01,157.25,9.19,149.11,62.21,33.7,0.6,15.4,30.81,54.68,5.39,0.132,84.98,95.62,0.81
light_jog,medical,36.15,46.18,2.31,13.02,21.82,37.2,0.6,17.13,31.19,67.96,4.82,0.205,15.43,11.75,0.24
light_jog,medical,52.98,107.78,10.84,90.4,22.27,62.4,0.6,3.54,19.66,87.43,1.5,0.922,55.0,29.45,0.41
moderate_run,n95,73.82,149.52,11.22,19.45,35.41,67.0,0.95,20.19,24.17,68.21,4.04,0.434,13.85,8.76,0.12
moderate_run,n95,61.98,92.07,6.55,21.98,44.12,66.3,0.95,4.63,20.4,82.15,2.61,0.843,10.3,9.07,0.0
resting,cloth,11.22,31.51,3.38,29.87,7.23,25.9,0.3,10.85,29.81,54.37,4.75,0.323,9.53,1.47,0.0
high_intensity_run,medical,130.84,228.76,4.37,45.35,55.35,10.0,0.6,15.73,31.88,51.24,5.65,0.123,26.3,28.97,0.11
light_jog,n95,36.79,52.75,6.03,57.28,25.46,31.2,0.95,19.4,28.37,67.58,2.63,0.446,2.79,1.46,0.0
moderate_run,none,25.32,42.86,0.6,32.89,39.82,70.9,0.0,16.43,31.44,53.67,4.03,0.219,63.9,71.44,0.12
moderate_run,cloth,38.55,76.19,2.69,18.82,36.41,106.7,0.3,11.37,31.33,61.44,5.75,0.238,78.72,104.84,0.62
moderate_run,medical,47.89,92.96,1.67,48.75,41.64,20.6,0.6,1.82,20.89,91.5,0.49,0.961,19.6,16.45,0.07
high_intensity_run,medical,29.86,54.28,1.48,11.45,54.18,60.4,0.6,14.2,32.97,55.48,4.81,0.166,38.32,39.11,0.14
resting,cloth,70.61,121.5,5.28,88.72,6.33,27.1,0.3,3.12,21.5,86.23,0.41,0.979,14.08,8.49,0.15
high_intensity_run,none,13.12,30.36,2.6,26.77,57.53,90.4,0.0,16.9,33.36,60.59,5.52,0.16,91.97,68.23,1.23
moderate_run,none,79.96,143.32,3.49,82.65,38.64,70.2,0.0,8.63,27.94,71.15,4.14,0.522,95.73,216.88,0.8
high_intensity_run,medical,114.19,238.05,3.78,29.25,56.0,50.5,0.6,4.81,21.89,89.74,0.66,0.934,76.18,129.27,0.27
high_intensity_run,n95,18.81,40.87,3.01,59.14,54.45,52.8,0.95,21.13,23.7,73.07,3.51,0.534,6.92,2.71,0.0
high_intensity_run,n95,51.31,58.68,2.7,11.44,58.92,84.9,0.95,15.25,32.06,53.0,5.45,0.128,10.93,12.83,0.05
moderate_run,cloth,29.79,51.23,9.92,92.7,40.7,10.9,0.3,20.28,26.95,68.3,3.48,0.469,34.85,9.28,0.32
moderate_run,none,49.81,65.64,6.54,68.63,37.17,39.2,0.0,2.93,18.71,98.0,1.1,0.945,76.63,72.63,0.93
moderate_run,n95,67.22,137.21,1.86,36.05,41.03,18.7,0.95,21.54,25.15,76.26,2.51,0.617,3.76,2.58,0.08
moderate_run,medical,93.84,123.91,2.68,35.29,41.14,52.3,0.6,21.69,22.92,82.8,1.87,0.66,53.47,80.73,0.26
moderate_run,cloth,49.64,63.27,4.55,28.43,41.64,46.0,0.3,17.05,29.9,58.08,5.23,0.181,64.56,66.48,0.64
moderate_run,cloth,26.57,45.49,3.27,49.87,43.31,50.5,0.3,23.9,21.51,88.88,1.53,0.83,57.03,40.66,0.43
resting,none,41.57,66.82,3.98,13.0,6.66,16.7,0.0,16.58,30.05,55.9,5.33,0.159,10.17,4.62,0.03
